,,,,,,,
Data Point Details,,,,,,,
,,,,,,,
Container,Material,Material Desc,Data Point Desc,Data Point  Value,High Limit,Result,Submitter
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.29,5.34,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,3.01,9.04,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,8.125,8.34,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.315,9.04,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.83,5.34,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.67,9.04,PASS,chavj11
26586150-026,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.105,5.34,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.315,5.34,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.055,9.04,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.815,5.34,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.77,5.34,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.92,9.04,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.99,8.34,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,6.965,9.04,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,5.125,5.34,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,7.36,9.04,PASS,chavj11
26586150-027,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.425,5.34,PASS,chavj11
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,5.145,5.34,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,8.585,9.04,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.91,5.34,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.88,5.34,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.915,9.04,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,3.17,8.34,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.69,9.04,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.755,5.34,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.22,9.04,PASS,avilaa1
26586150-028,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.4,5.34,PASS,avilaa1
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.55,5.34,PASS,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,5.08,9.04,PASS,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.15,5.34,PASS,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.935,5.34,PASS,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.005,9.04,PASS,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,8.61,8.34,FAIL,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.205,9.04,PASS,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,5.85,5.34,FAIL,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.39,9.04,PASS,chavj11
26586150-029,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.325,5.34,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.12,5.34,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,3.825,9.04,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.245,5.34,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.725,5.34,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.61,9.04,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,2.645,8.34,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.89,9.04,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.505,5.34,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.84,9.04,PASS,chavj11
26586150-030,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.87,5.34,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,6.065,5.34,FAIL,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.97,9.04,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.85,5.34,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.63,5.34,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.805,9.04,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,9.01,8.34,FAIL,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.5,9.04,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.27,5.34,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.89,9.04,PASS,chavj11
26586150-031,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.325,5.34,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.945,5.34,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,4.56,9.04,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.225,5.34,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.705,5.34,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,4.605,9.04,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.425,8.34,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,7.895,9.04,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.91,5.34,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.8,9.04,PASS,chavj11
26586150-032,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.355,5.34,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.565,5.34,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,8.19,9.04,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.035,5.34,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.23,5.34,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.09,9.04,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.16,8.34,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.055,9.04,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.785,5.34,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.43,9.04,PASS,chavj11
26586150-033,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.595,5.34,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,4.555,5.34,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,8.89,9.04,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,0.905,5.34,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.84,5.34,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.015,9.04,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.465,8.34,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,9.015,9.04,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,3.935,5.34,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.235,9.04,PASS,chavj11
26586150-034,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.455,5.34,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,7.89,9.04,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.765,5.34,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,0.65,5.34,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,6.92,9.04,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,4.255,8.34,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,8.75,9.04,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.565,5.34,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,4.785,9.04,PASS,chavj11
26586150-035,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,3.455,5.34,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 70,3.455,5.34,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Down 95,6.78,9.04,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Close,1.485,5.34,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Elevator Lever Open,1.09,5.34,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Left 90,5.12,9.04,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec L/R Lock Force,5.435,8.34,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Right 125,9.14,9.04,FAIL,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec U/D Lock Force,4.56,5.34,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 130,5.67,9.04,PASS,chavj11
26586150-036,50550785-01,TOP ASSY ERCP SCOPE,Rec Up 70,2.435,5.34,PASS,chavj11
